Order_Number,CustomerKey,ProductKey,StoreKey,DateKey,Total_Amount,Quantity
1073010,1924329,2,0,265193,64.95,5
1073011,1699027,2355,59,265193,1271.98,2
1074000,247866,426,9,265208,999.80,2
1074001,1307023,1714,50,265208,140.26,2
1074002,1777218,1654,51,265208,779.97,3
1074005,1304093,964,43,265208,580.00,2
1074006,1435532,444,0,265208,3676.00,4
1074007,1939960,105,0,265208,345.00,3
1074008,792588,1597,30,265208,173.64,3
1074010,14962,680,1,265208,928.00,8
1074011,1875275,981,0,265208,754.00,4
1074013,1286602,1646,65,265208,959.94,6
1074014,456306,2494,24,265208,17.64,6
1074015,1908058,46,54,265208,299.90,2
1074016,1095535,2380,40,265208,599.98,2
1074017,461982,86,0,265208,899.91,9
1074018,1706633,145,54,265208,2899.99,1
1074019,1097689,449,0,265208,1745.00,5
1074020,950698,1658,37,265208,219.98,2
1075000,585598,1505,27,265243,230.00,1
1076000,693644,138,0,265244,1999.96,4
1076001,1737466,608,47,265244,570.00,3
1076002,1371777,99,0,265244,600.00,5
1076003,1037348,1382,42,265244,59.94,6
1076004,1983111,170,48,265244,109.00,1
1076006,500639,1367,22,265244,71.98,2
1076007,1132370,1246,37,265244,158.00,1
1076008,1822089,80,50,265244,283.85,7
1077000,59159,94,1,265264,134.80,2
1077001,116524,54,6,265264,1480.00,5
1077003,1832086,1096,56,265264,1896.00,3
1077004,1685102,1476,0,265264,2016.00,7
1077005,680259,422,14,265264,9690.00,10
1077006,1024923,1789,36,265264,129.00,3
1077007,1098881,366,40,265264,1516.00,2
1077008,1482325,70,66,265264,239.75,5
1077009,551036,56,0,265264,296.00,1
1077010,1484805,530,48,265264,3714.00,6
1077011,852444,1959,34,265264,1479.00,3
1078000,1083735,431,37,265298,3690.00,10
1078001,1920061,422,50,265298,2907.00,3
1078002,631631,464,18,265298,4753.00,7
1078003,1367470,1595,61,265298,91.56,4
1078004,1133404,420,38,265298,3499.30,7
1078005,808172,1457,33,265298,567.00,3
1078006,1783167,394,0,265298,3790.00,5
1078007,944687,1437,36,265298,597.00,3
1078008,672150,62,18,265298,362.00,2
1078010,2093175,132,0,265298,200.00,1
1078011,320854,115,0,265298,499.98,2
1078013,1367542,112,54,265298,249.99,1
1078014,387016,712,10,265298,258.00,2
1078015,565489,341,27,265298,1934.00,2
1078016,1232357,1308,54,265298,280.00,10
1078017,311842,56,0,265298,296.00,1
1079000,1313665,43,53,265346,928.00,4
1079001,2035862,2104,55,265346,772.50,3
1079002,1963509,861,66,265346,29.95,1
1079003,1872284,525,0,265346,99.00,1
1079004,1739992,63,44,265346,181.00,1
1079005,156286,181,5,265346,774.00,6
1079006,260206,2004,8,265346,139.99,1
1079007,668117,446,18,265346,1099.75,5
1079008,440641,152,19,265346,8294.79,7
1079009,565827,128,19,265346,286.80,2
1079010,219411,1346,0,265346,92.00,4
1079011,130750,188,0,265346,350.70,3
1079012,1240530,657,63,265346,1043.00,7
1079013,940846,547,36,265346,1004.00,4
1079014,271825,279,0,265346,299.00,1
1079017,1854577,759,56,265346,83.30,7
1079018,796191,78,0,265346,81.10,2
1079019,453993,82,0,265346,243.30,6
1079020,2065362,2114,54,265346,257.50,1
1080000,1776672,430,57,265386,809.85,3
1080001,1919833,418,64,265386,1349.75,5
1080002,1919773,1408,53,265386,529.00,1
1080003,931892,997,0,265386,393.80,2
1080004,1730966,1508,45,265386,300.00,1
1080005,912208,122,38,265386,559.98,2
1080006,306301,2495,10,265386,19.98,2
1080009,1991742,625,0,265386,1998.00,2
1080010,847501,348,34,265386,1516.00,2
1080012,269414,405,9,265386,2097.00,3
1080013,1552696,111,61,265386,249.99,1
1080014,1811434,88,48,265386,1199.92,8
1080015,259651,445,0,265386,1677.00,3
1081000,1647594,735,50,265416,1672.00,8
1081003,1871500,67,54,265416,77.07,3
1081004,1290859,2102,54,265416,1582.00,2
1081005,1968118,716,0,265416,627.00,3
1081006,267544,1604,10,265416,519.98,2
1081007,1160610,1056,37,265416,627.00,1
1081008,1730127,57,51,265416,312.00,2
1081009,1123816,1985,40,265416,539.97,3
1081010,419225,1048,19,265416,1281.00,3
1081011,2034681,1361,48,265416,49.99,1
1081012,1357991,68,0,265416,25.69,1
1081013,1481250,22,63,265416,134.00,1
1081016,1484805,112,0,265416,1749.93,7
1081017,1472278,423,48,265416,4792.00,8
1081018,1025021,105,38,265416,460.00,4
1081019,1064325,136,38,265416,349.95,1
1081020,883088,425,33,265416,1107.00,3
1081021,1566584,1445,57,265416,268.00,1
1081022,1737591,1636,64,265416,37.98,3
1081023,1189747,2096,0,265416,6142.50,7
1081024,1929786,443,0,265416,1047.00,3
1081025,1367070,432,0,265416,1499.70,3
1081026,1701621,1526,50,265416,714.00,3
1081027,883649,353,31,265416,769.80,2
1081028,1594919,1464,56,265416,258.00,1
1081029,2084403,58,50,265416,780.00,5
1081030,227654,363,10,265416,2097.00,3
1081031,1465827,86,54,265416,899.91,9
1081032,1040916,158,38,265416,3299.97,3
1082000,1096502,227,0,265486,639.00,1
1082001,1125351,460,42,265486,299.90,1
1082002,690190,1235,0,265486,838.00,1
1083000,1064597,150,38,265494,4739.88,4
1083001,1972249,1823,47,265494,32.00,1
1083002,292203,1641,10,265494,37.98,3
1083003,1271239,11,59,265494,59.99,1
1083004,360610,458,8,265494,689.70,3
1083005,1651927,88,63,265494,599.96,4
1083008,631500,1452,15,265494,293.00,1
1083009,505656,1544,22,265494,1904.00,8
1083010,1305152,90,65,265494,149.99,1
1083011,1947876,444,45,265494,2757.00,3
1083012,1389440,1265,0,265494,209.97,3
1083013,1418109,436,50,265494,1476.00,4
1083014,791753,73,29,265494,191.80,4
1083015,1489269,430,66,265494,269.95,1
1084000,1668822,485,61,265534,198.00,2
1084001,1449949,450,0,265534,1838.00,2
1084002,2092654,1654,61,265534,1039.96,4
1084003,403915,49,27,265534,399.90,2
1084004,1314,85,1,265534,399.96,4
1084005,2034808,67,47,265534,25.69,1
1084006,842205,1179,34,265534,980.00,1
1084007,1428180,73,59,265534,47.95,1
1084008,719193,320,30,265534,1398.00,2
1084009,1564526,1425,53,265534,529.00,1
1084011,1895637,66,44,265534,51.38,2
1084012,1659040,1270,0,265534,6.95,1
1084013,561584,84,0,265534,199.98,2
1084014,1531565,1614,61,265534,519.98,2
1084015,1962303,1622,56,265534,438.00,2
1084016,643159,1375,15,265534,84.00,2
1084017,2038771,419,0,265534,1107.00,3
1084019,227898,124,8,265534,279.99,1
1084020,1694419,2051,50,265534,179.99,1
1084021,1256108,112,48,265534,499.98,2
1084022,1972624,85,0,265534,99.99,1
1085001,1026914,62,42,265595,362.00,2
1085002,1074065,457,41,265595,1099.75,5
1085003,790329,46,29,265595,149.95,1
1085004,788834,48,30,265595,149.95,1
1085005,1763841,98,0,265595,480.00,4
1085006,1460919,88,43,265595,299.98,2
1085007,1888585,167,0,265595,483.00,7
1085009,1325310,402,0,265595,2598.00,2
1085010,1570164,49,63,265595,199.95,1
1085011,502406,1586,0,265595,12.66,1
1085012,1735272,1572,0,265595,463.92,8
1085013,1402096,83,55,265595,599.94,6
1085014,2045928,443,57,265595,698.00,2
1085015,433554,485,0,265595,297.00,3
1085016,381223,2514,9,265595,259.98,2
1085017,1240472,611,54,265595,2295.00,1
1085018,727285,25,0,265595,199.90,1
1085019,1355953,1594,51,265595,29.97,3
1085020,1635130,112,0,265595,249.99,1
1085021,1313665,92,66,265595,299.98,2
1085022,1085466,1445,39,265595,268.00,1
1085023,197655,67,5,265595,25.69,1
1085024,328714,1636,8,265595,37.98,3
1085025,40649,444,5,265595,1838.00,2
1085026,1938850,1133,43,265595,2181.00,5
1085027,807958,112,33,265595,749.97,3
1085028,1032154,2008,37,265595,199.99,1
1085029,524848,428,0,265595,3876.00,4
1085030,950923,443,37,265595,2094.00,6
1086001,348521,29,9,265658,510.00,2
1086002,414238,100,20,265658,120.00,1
1086003,1531794,103,56,265658,920.00,8
1086004,1109178,384,40,265658,758.00,1
1086005,1814434,2180,47,265658,149.00,1
1086006,781865,100,29,265658,480.00,4
1086007,1057356,375,36,265658,1398.00,2
1086008,2055641,1616,0,265658,56.99,1
1086009,650898,74,14,265658,37.95,1
1086010,1328055,544,47,265658,499.00,1
1086012,497789,52,27,265658,599.85,3
1086013,1580459,732,43,265658,480.00,3
1086015,1236601,1,59,265658,12.99,1
1086016,1778037,1462,55,265658,1340.00,5
1086017,412041,439,23,265658,559.00,1
1086018,837526,1937,0,265658,1959.93,7
1086020,541128,87,22,265658,599.94,6
1086021,927628,28,0,265658,1999.00,10
1086022,1358765,80,43,265658,81.10,2
1086023,1971893,74,45,265658,37.95,1
1086025,307023,1594,8,265658,9.99,1
1086026,239571,829,9,265658,39.90,1
1086027,1991339,724,0,265658,1630.00,10
1086028,727285,1562,30,265658,476.00,2
1086029,1205636,134,51,265658,699.90,2
1086030,1947876,49,64,265658,1599.60,8
1086031,39582,1624,0,265658,2190.00,10
1086032,856895,2118,0,265658,4450.00,10
1086033,1719777,73,48,265658,95.90,2
1086034,1457192,449,0,265658,349.00,1
1086035,143972,21,0,265658,804.00,6
1086036,1038132,56,36,265658,888.00,3
1087000,454774,108,24,265733,265.98,2
1087001,1472188,72,57,265733,431.55,9
1087002,288497,1639,9,265733,19.98,2
1087004,431309,115,0,265733,2249.91,9
1087005,1338272,403,56,265733,699.00,1
1087006,1098298,542,42,265733,999.00,1
1087007,1618288,1813,63,265733,32.00,1
1087008,233698,60,9,265733,312.00,2
1087009,649370,182,15,265733,357.00,3
1087010,1358700,177,57,265733,398.30,7
1087011,1830367,441,44,265733,1149.50,5
1087013,585610,1194,0,265733,633.00,1
1087014,245739,1620,8,265733,60.99,1
1087015,1591113,456,0,265733,1677.00,3
1087016,837870,15,32,265733,155.36,2
1087018,1100184,49,41,265733,199.95,1
1087019,1592128,1586,48,265733,37.98,3
1087020,1084570,1497,42,265733,801.00,3
1087021,1865468,1833,59,265733,1989.00,1
1087022,1958543,1408,64,265733,529.00,1
1087023,980080,1194,37,265733,1266.00,2
1087024,553207,424,19,265733,809.85,3
1087025,1456247,1605,56,265733,869.97,3
1088000,2031446,76,0,265785,151.80,4
1088001,1060423,1318,0,265785,16.99,1
1088002,608441,359,12,265785,736.00,2
1088003,1909589,74,0,265785,113.85,3
1088004,548802,2415,27,265785,36.83,1
1088005,1448404,345,48,265785,699.00,1
1088006,1987593,457,45,265785,219.95,1
1088007,1938588,51,0,265785,799.80,4
1088008,1460077,428,47,265785,969.00,1
1088009,1398804,511,50,265785,990.00,10
1088010,261356,434,0,265785,2995.00,5
1088011,1260058,451,0,265785,559.00,1
1088012,269340,462,8,265785,5214.00,6
1088013,1403355,29,61,265785,1275.00,5
1088015,1590619,48,0,265785,749.75,5
1088016,634317,542,0,265785,1998.00,2
1088017,1754112,4,0,265785,86.28,4
1088018,1970893,79,61,265785,40.55,1
1088020,751446,838,29,265785,108.50,7
1088021,1899970,1423,56,265785,756.00,4
1088023,373120,1640,0,265785,160.23,7
1088024,1118097,48,42,265785,1499.50,10
1088025,1292482,369,48,265785,5592.00,8
1088026,217405,2271,10,265785,1695.00,5
1088027,1635587,83,65,265785,99.99,1
1088028,1444672,2089,47,265785,1287.50,5
1088029,1781561,111,65,265785,249.99,1
1088030,1144172,1637,36,265785,125.93,7
1088031,1537589,1601,51,265785,319.98,2
1088032,910064,2495,38,265785,69.93,7
1088033,1996019,54,53,265785,2368.00,8
1088034,1738685,101,0,265785,600.00,5
1088036,1025909,456,36,265785,3354.00,6
1088038,1749311,74,0,265785,113.85,3
1088039,1862622,90,45,265785,749.95,5
1088041,1813536,17,54,265785,879.60,8
1088042,140389,1640,0,265785,22.89,1
1088043,1535508,66,57,265785,25.69,1
1088045,1127690,453,42,265785,229.90,1
1088046,813943,829,0,265785,39.90,1
1088047,971427,133,0,265785,699.90,2
1088048,302571,1369,8,265785,87.62,2
1089000,2091204,17,50,265883,219.90,2
1089001,2061855,2083,54,265883,99.99,1
1089003,2095742,483,48,265883,99.00,1
1090000,1849306,1889,56,265888,1818.00,1
1090001,1778282,48,59,265888,749.75,5
1090002,1673423,104,51,265888,230.00,2
1090003,999198,435,41,265888,1619.70,6
1090004,1482039,1733,43,265888,45.58,2
1090005,822180,1645,31,265888,57.88,1
1090006,1865399,1414,0,265888,768.00,3
1090007,1381883,2158,0,265888,3300.00,2
1090008,1365154,70,53,265888,191.80,4
1090009,528361,885,24,265888,450.00,3
1090011,946857,123,40,265888,559.98,2
1090013,842205,63,32,265888,362.00,2
1090014,78097,429,1,265888,599.90,1
1090015,254142,108,10,265888,797.94,6
1090016,262871,379,8,265888,652.00,2
1090018,1723530,428,55,265888,6783.00,7
1090020,596820,1032,27,265888,752.00,4
1090022,317894,299,9,265888,597.00,3
1091000,74071,55,0,265943,2072.00,7
1091001,416331,438,22,265943,2757.00,3
1091002,1458350,1323,66,265943,107.97,3
1091003,654485,84,0,265943,99.99,1
1091004,388422,439,9,265943,559.00,1
1091005,2051117,423,64,265943,1198.00,2
1091006,506422,1413,22,265943,897.00,3
1091007,1367691,622,47,265943,4590.00,2
1091008,1944754,105,47,265943,230.00,2
1091010,1426777,124,53,265943,839.97,3
1091011,2054914,668,57,265943,1176.00,8
1091012,1693813,412,54,265943,382.95,1
1091013,1971018,2031,50,265943,1997.82,3
1091014,164129,2504,6,265943,19.98,2
1091015,1503640,47,0,265943,599.80,4
1091016,1865189,598,64,265943,218.00,2
1091017,1621832,629,61,265943,598.00,2
1091018,1411952,79,0,265943,40.55,1
1091019,550677,92,24,265943,149.99,1
1091020,2075959,420,64,265943,2499.50,5
1091021,1399512,416,66,265943,4845.00,5
1091023,1643550,81,66,265943,243.30,6
1091024,1780349,109,44,265943,265.98,2
1091025,331199,1572,9,265943,57.99,1
1091026,1521744,1523,54,265943,897.00,3
1091028,524697,182,20,265943,119.00,1
1091029,1987314,1921,54,265943,3199.99,1
1092001,875626,87,33,266017,399.96,4
1092002,1854577,1730,45,266017,233.04,3
1092003,1877054,104,0,266017,230.00,2
1092004,1084205,1584,38,266017,19.98,2
1092005,654572,107,13,266017,398.97,3
1092006,418899,1628,0,266017,41.67,3
1092007,1385568,430,61,266017,1619.70,6
1092008,519237,565,23,266017,4893.00,7
1092009,628245,608,15,266017,1140.00,6
1092010,627901,1188,15,266017,900.00,5
1092011,1163149,37,36,266017,299.23,1
1092012,839353,548,0,266017,570.00,3
1092013,818100,339,34,266017,2639.70,3
1092014,698624,49,12,266017,999.75,5
1092015,1628727,85,65,266017,599.94,6
1092016,1913981,430,63,266017,539.90,2
1092017,2063464,541,55,266017,1398.00,2
1092018,748190,1490,0,266017,258.00,2
1092019,1311008,103,56,266017,920.00,8
1092020,1196684,430,37,266017,1079.80,4
1092021,1971661,108,50,266017,1063.92,8
1092023,1735191,1068,45,266017,2989.00,7
1092024,1266410,187,53,266017,259.80,2
1092026,411864,39,22,266017,598.46,2
1092027,37070,1458,4,266017,1600.00,8
1092028,1051244,105,42,266017,115.00,1
1092029,909339,409,39,266017,1630.00,5
1092030,1163149,1463,37,266017,879.00,3
1092031,232586,1019,9,266017,268.00,1
1092032,1211796,899,57,266017,132.00,3
1092033,1513428,71,57,266017,239.75,5
1092034,1858292,2150,50,266017,298.00,2
1092035,644763,166,18,266017,119.00,1
1092036,1842116,1483,48,266017,269.00,1
1092037,1887180,105,56,266017,230.00,2
1092038,1732121,454,50,266017,539.80,2
1093000,1324581,506,59,266110,2037.00,3
1093001,2079677,76,53,266110,75.90,2
1093002,981407,1529,0,266110,1785.00,7
1093003,986572,431,37,266110,369.00,1
1093004,753461,68,29,266110,205.52,8
1093005,1819252,1647,50,266110,539.97,3
1093006,2030891,436,0,266110,1107.00,3
1093007,770288,736,0,266110,118.00,1
1093009,1534539,1633,47,266110,83.34,6
1093010,326510,139,9,266110,999.98,2
1093011,1586587,379,44,266110,2282.00,7
1093012,1374276,67,56,266110,25.69,1
1093013,538047,99,23,266110,120.00,1
1093014,1484427,69,64,266110,77.07,3
1093015,389013,40,8,266110,897.69,3
1093016,1385491,359,63,266110,368.00,1
1093017,1502567,324,64,266110,1000.00,2
1093018,122096,395,6,266110,1304.00,4
1093019,205955,53,8,266110,592.00,2
1093020,1943961,81,66,266110,162.20,4
1093021,1537435,1749,66,266110,654.00,6
1093023,1498800,415,0,266110,652.00,2
1093024,1167441,63,36,266110,905.00,5
1093025,1405105,418,0,266110,809.85,3
1093026,1735668,166,43,266110,1071.00,9
1093027,668117,1686,14,266110,13.98,2
1093028,115902,117,6,266110,169.99,1
1093029,1818370,82,57,266110,243.30,6
1093030,665370,1587,15,266110,107.94,6
1093031,1682472,436,66,266110,1476.00,4
1093032,1301542,1325,64,266110,319.92,8
1093033,276108,432,0,266110,499.90,1
1093034,1479117,1091,59,266110,716.00,2
1093035,2054443,117,65,266110,1019.94,6
1093037,633593,450,18,266110,1838.00,2
1093038,1906508,33,66,266110,1785.00,7
1093039,1055671,84,42,266110,199.98,2
1094000,1403485,1573,65,266209,58.99,1
1094001,1089571,100,37,266209,720.00,6
1094002,470376,70,0,266209,95.90,2
1094003,1671692,2502,0,266209,9.99,1
1094004,1374314,2058,0,266209,279.98,2
1094005,1847047,743,55,266209,12.95,1
1094006,1633217,135,54,266209,1399.80,4
1094007,427302,48,24,266209,749.75,5
1094008,1670789,101,44,266209,120.00,1
1094010,567521,347,24,266209,4688.00,8
1094011,1820236,70,66,266209,47.95,1
1094012,1808141,1583,43,266209,13.89,1
1094013,2053612,63,56,266209,1267.00,7
1094014,402065,608,27,266209,950.00,5
1094016,1405105,460,45,266209,299.90,1
1094017,1678562,1228,45,266209,3240.00,2
1094018,1594791,2020,44,266209,1199.94,6
1094019,1921710,72,43,266209,287.70,6
1094020,624813,1583,12,266209,97.23,7
1094021,458731,1320,20,266209,161.94,6
1094022,1671541,2512,0,266209,519.96,4
1094023,820276,454,34,266209,809.70,3
1094024,1964702,85,59,266209,99.99,1
1094025,1149206,1244,40,266209,356.00,2
1094027,1784517,1645,66,266209,405.16,7
1095000,1137406,1582,42,266267,17.99,1
1095001,1087732,592,0,266267,3992.00,8
1095002,404359,42,24,266267,1624.00,7
1095003,1989753,6,61,266267,150.99,7
1095004,116571,1443,0,266267,4712.00,8
1095005,1610092,1450,64,266267,308.00,1
1095006,1308706,1598,56,266267,57.88,1
1095007,1520295,737,0,266267,1431.00,9
1095008,308920,405,0,266267,4893.00,7
1095009,1806437,93,0,266267,67.40,1
1095011,595540,70,24,266267,191.80,4
1095013,728048,1418,29,266267,293.00,1
1095014,382843,2313,9,266267,459.98,2
1095016,1367542,2165,48,266267,1491.98,2
1095017,1243331,17,54,266267,659.70,6
1095020,1157976,422,41,266267,3876.00,4
1095021,1621469,452,45,266267,659.85,3
1095022,1295793,441,56,266267,459.80,2
1095023,953421,92,38,266267,149.99,1
1095024,179431,106,6,266267,265.98,2
1095028,1539384,748,54,266267,121.50,9
1095029,876454,1575,34,266267,121.98,2
1095030,567076,53,24,266267,1776.00,6
1095031,1430890,71,59,266267,239.75,5
1095033,215895,81,0,266267,40.55,1
1095034,1688411,87,64,266267,399.96,4
1095035,1691895,1672,63,266267,33.78,2
1095036,746817,1648,0,266267,329.97,3
1095037,448802,430,27,266267,1889.65,7
1095039,536368,443,24,266267,1396.00,4
1095040,254861,660,9,266267,477.00,3
1095041,253632,1576,8,266267,38.97,3
1095042,1104802,100,38,266267,480.00,4
1095043,1272285,97,66,266267,337.00,5
1095044,999485,1297,36,266267,25.00,1
1095045,1738542,47,63,266267,299.90,2
1095046,2024029,62,44,266267,543.00,3
1095047,1895182,89,54,266267,299.98,2
1095048,1913410,1167,0,266267,480.00,3
1095049,258236,2041,9,266267,299.97,3
1095050,1304093,98,56,266267,240.00,2
1096000,1773266,75,0,266373,113.85,3
1096001,737978,10,0,266373,119.98,2
1096002,1262414,343,45,266373,3297.00,3
1096003,743610,391,0,266373,4893.00,7
1097001,2006574,425,0,266384,2214.00,6
1097002,1267352,2051,65,266384,359.98,2
1097003,1501704,385,0,266384,1630.00,5
1097005,662154,607,17,266384,1004.00,4
1097006,1983666,49,53,266384,599.85,3
1097007,1175192,418,39,266384,1889.65,7
1097008,1646561,445,0,266384,1118.00,2
1097009,444807,1426,0,266384,589.00,1
1097010,405689,417,22,266384,1198.00,2
1097011,1161409,118,41,266384,339.98,2
1097012,909379,432,41,266384,1499.70,3
1097013,1427132,789,0,266384,29.90,1
1097014,1516123,1631,56,266384,75.96,6
1097015,846187,394,31,266384,1516.00,2
1097017,375384,1209,10,266384,7040.00,8
1097019,1794860,69,63,266384,205.52,8
1097020,420977,621,22,266384,417.00,3
1097021,1671672,2005,66,266384,399.96,4
1098000,453171,1953,19,266435,986.00,2
1098001,1624311,344,47,266435,732.00,2
1098002,1832086,134,54,266435,1399.80,4
1098003,1853251,1486,0,266435,288.00,1
1098004,1203201,60,61,266435,312.00,2
1098006,228792,1649,9,266435,519.98,2
1098008,775223,1065,30,266435,1176.00,2
1098009,831717,1521,0,266435,310.00,1
1098010,724827,380,29,266435,7794.00,6
1098011,507581,184,0,266435,297.00,3
1098012,800273,58,32,266435,312.00,2
1098013,1951411,1258,59,266435,199.95,5
1098015,1213454,115,0,266435,1499.94,6
1098016,588654,186,0,266435,269.70,3
1098017,1412576,53,45,266435,592.00,2
1098018,2086759,647,0,266435,261.00,3
1098019,789492,114,30,266435,1749.93,7
1098020,1003748,115,0,266435,499.98,2
1098021,761495,720,30,266435,472.00,2
1098022,1018779,1578,40,266435,438.00,2
1098023,1548410,1607,66,266435,539.97,3
1098024,1770497,30,44,266435,1020.00,4
1098026,1304950,434,50,266435,2995.00,5
1099000,1385392,1364,44,266501,53.98,2
1099001,961929,180,36,266501,483.00,7
1099002,1430321,114,66,266501,749.97,3
1099003,311789,1520,9,266501,280.00,1
1099004,968226,107,40,266501,132.99,1
1099005,846187,1508,0,266501,300.00,1
1099006,1314263,57,44,266501,468.00,3
1099007,1422569,143,66,266501,1199.96,4
1099008,812462,185,0,266501,845.00,5
1099009,1938856,1022,0,266501,1291.50,7
1099010,1675064,1654,61,266501,259.99,1
1099011,1728275,460,44,266501,299.90,1
1099012,1792550,98,0,266501,120.00,1
1099013,2034965,426,56,266501,1499.70,3
1099014,1594465,17,59,266501,219.90,2
1099015,1152366,65,0,266501,181.00,1
1099016,437165,995,0,266501,942.50,5
1099017,193847,56,0,266501,592.00,2
1099018,1846024,2011,0,266501,699.93,7
1099019,1097057,91,37,266501,599.96,4
1099020,775239,1683,30,266501,4.99,1
1099021,887549,74,32,266501,151.80,4
1099022,1129179,1429,40,266501,289.00,1
1099023,350141,2144,0,266501,447.00,3
1099024,1692115,316,0,266501,219.00,1
1099025,1562806,760,64,266501,13.90,1
1099026,263808,942,8,266501,125.97,3
1099027,1161409,2008,0,266501,199.99,1
1099028,1353538,1657,59,266501,179.99,1
1099029,347235,964,0,266501,290.00,1
1099030,390807,51,8,266501,999.75,5
1099031,1007733,38,42,266501,598.46,2
1100000,695498,1385,18,266568,91.96,4
1100001,1525002,70,56,266568,95.90,2
1100003,1557174,447,57,266568,229.90,1
1100004,1701624,1650,56,266568,289.99,1
1100005,291843,76,8,266568,151.80,4
1100006,2096492,1048,64,266568,427.00,1
1100007,1398193,176,61,266568,126.90,1
1100008,1475761,47,50,266568,299.90,2
1100009,220723,887,8,266568,100.00,2
1100010,1654125,67,51,266568,51.38,2
1100012,1573427,66,44,266568,128.45,5
1100013,615362,436,12,266568,1845.00,5
1100014,848517,512,0,266568,258.00,2
1100015,1502837,1408,66,266568,1587.00,3
1100016,1085040,1587,36,266568,125.93,7
1100017,2039866,103,55,266568,115.00,1
1100018,396944,29,8,266568,255.00,1
1100019,444719,59,23,266568,468.00,3
1100020,1730084,92,59,266568,449.97,3
1100021,973337,445,38,266568,559.00,1
1100022,490481,13,20,266568,233.04,3
1100023,1750528,83,44,266568,599.94,6
1100024,554,166,0,266568,357.00,3
1100026,403860,83,19,266568,299.97,3
1100027,1489110,2180,66,266568,447.00,3
1100028,859981,73,34,266568,143.85,3
1100029,723572,285,0,266568,658.00,2
1100030,1436124,97,0,266568,134.80,2
1100031,1848442,1414,53,266568,1792.00,7
1100032,822658,1600,34,266568,57.88,1
1100033,2096104,1529,54,266568,255.00,1
1101000,215139,1586,8,266640,50.64,4
1101001,15391,893,5,266640,59.99,1
1101004,623892,671,13,266640,795.00,5
1101006,864691,282,32,266640,409.00,1
1101007,1680728,399,56,266640,1797.00,3
1101008,522806,75,27,266640,37.95,1
1101009,791967,461,0,266640,819.00,1
1101010,2030035,221,57,266640,599.00,1
1101011,268913,1911,0,266640,493.00,1
1101012,1883820,1636,0,266640,25.32,2
1101013,931321,15,42,266640,388.40,5
1101014,1081604,15,40,266640,388.40,5
1101015,687812,1586,14,266640,88.62,7
1101016,2077261,440,0,266640,219.95,1
1101017,938993,831,40,266640,19.90,1
1101018,1449155,137,0,266640,499.99,1
1101019,1360960,204,0,266640,4436.00,4
1101020,1651927,417,0,266640,599.00,1
1101021,90893,273,1,266640,678.00,2
1102000,1828585,547,54,266686,502.00,2
1102001,969384,1830,41,266686,3198.00,2
1102002,1832245,1802,45,266686,64.00,2
1102003,1669021,421,64,266686,938.00,2
1102005,1994181,426,57,266686,2999.40,6
1102006,53920,1580,4,266686,219.00,1
1102007,1082396,90,39,266686,1049.93,7
1102008,432814,29,24,266686,510.00,2
1102010,1306378,31,43,266686,255.00,1
1102011,1432907,103,63,266686,920.00,8
1102012,769211,869,0,266686,69.99,1
1102013,1056003,93,37,266686,202.20,3
1102014,1193732,69,40,266686,154.14,6
1102015,308920,970,9,266686,198.00,1
1102016,1388923,1580,44,266686,657.00,3
1102018,1849364,1158,59,266686,3120.00,2
1102019,761495,1142,0,266686,2743.30,7
1102020,1013139,64,41,266686,543.00,3
1102021,1393392,328,54,266686,1554.00,6
1102022,1330142,1476,47,266686,288.00,1
1102023,1074065,1015,0,266686,200.00,1
1102024,1803860,174,61,266686,129.90,1
1102025,1102760,109,42,266686,930.93,7
1102026,1791069,119,0,266686,599.95,5
1102029,826863,112,0,266686,1249.95,5
1102033,25771,1653,0,266686,109.99,1
1102034,1730190,435,45,266686,539.90,2
1102035,817992,431,33,266686,738.00,2
1103000,525719,1034,22,266743,870.00,3
1103001,1537435,441,54,266743,1609.30,7
1103002,125649,2082,5,266743,419.97,3
1104000,240341,1414,9,266750,512.00,2
1104002,1912774,1058,47,266750,1872.00,6
1104003,544127,337,23,266750,329.00,1
1104004,877812,75,31,266750,75.90,2
1104005,1971820,117,50,266750,339.98,2
1104006,1022794,445,38,266750,1677.00,3
1104007,1145093,84,40,266750,499.95,5
1104008,1110229,70,42,266750,335.65,7
1104010,1435339,63,45,266750,362.00,2
1104011,1842681,2028,0,266750,139.99,1
1104012,2082954,2314,63,266750,599.95,5
1104013,2054948,417,64,266750,1198.00,2
1105000,1342569,128,64,266778,860.40,6
1105001,1853071,614,0,266778,1998.00,2
1105002,404256,275,0,266778,398.00,2
1105003,1285539,425,0,266778,2214.00,6
1105004,763597,1652,29,266778,359.98,2
1105005,27492,793,5,266778,27.90,1
1105006,673348,1433,0,266778,2464.00,8
1105007,478492,451,24,266778,1677.00,3
1105008,376019,1942,9,266778,299.99,1
1105009,472362,1063,27,266778,338.00,1
1105010,281008,2029,0,266778,799.92,8
1105011,481327,1603,27,266778,549.95,5
1105012,410032,54,23,266778,888.00,3
1105013,68882,2493,6,266778,74.97,3
1105014,1417781,632,64,266778,139.00,1
1105015,1342870,115,48,266778,249.99,1
1106000,1133419,1319,41,266810,137.94,6
1106001,1967496,1573,43,266810,58.99,1
1106003,1126411,14,0,266810,77.68,1
1106004,1144584,421,40,266810,469.00,1
1106005,1178352,187,40,266810,519.60,4
1106006,1267627,600,64,266810,7497.00,3
